Author,Comment,Published At
@namansharma291,"Saw this song on a short, and just right now this video uploaded. This is such a lovely song ❤",2025-01-16T08:22:27Z
@downloadstv,"❤😢❤

""No caption""",2025-01-16T08:22:22Z
@thisisishwar,Great song,2025-01-16T08:22:18Z
@JohnsonMalsawmtluanga-w6n,Whos the model tho,2025-01-16T08:22:08Z
@paxChristi.,lets goooo 🩵🩵🩵🩵,2025-01-16T08:21:56Z
@siomaifu,i love yung kai.,2025-01-16T08:21:39Z
@charanrajamannar,❤,2025-01-16T08:21:26Z
@urfavprincess_hashi,Love this songgg 💕💕,2025-01-16T08:21:25Z
@bratf,Nostalgic Vibes,2025-01-16T08:21:12Z
@Khonthai10,❤❤,2025-01-16T08:21:01Z
@reabloom,WIFTY ☆*: .｡. o(≧▽≦)o .｡.:*☆,2025-01-16T08:20:43Z
@Bruhuserkalilab,20 mins 😭🙏🙏,2025-01-16T08:20:31Z
@itazenin,"I love this song because it reminds me of long distance relationships. In the mv the girl is gone at the end of the video, but kai believes that the universe will somehow bring them back together.  

i placed this song in a playlist i made for my girl like how yung kai made this song and dedicated it to a crush he used to watch c-dramas with on discord...my girlfriend and i watch shows online while were apart physically. 

im meeting my girl for the first time next month and we've been dating long distance. 

pretty sure that its going to be a fun experience, but saying goodbye to her at the airport might make me cry.

I hope that after she goes back to new zealand we still stay together.",2025-01-16T08:20:22Z
@usersrnaaa1007,Who loves this song?,2025-01-16T08:20:15Z
@nrgkiyo6978,I LOVE YOU KAII,2025-01-16T08:19:59Z
@horror-kun,this is just a calming song...,2025-01-16T08:19:53Z
@AFTERDARK32,new song for chill guy,2025-01-16T08:19:52Z
@BimbimRecap,.,2025-01-16T08:19:34Z
@BoJeZxGame,Terngiang²,2025-01-16T08:19:18Z
@advaithsistla5261,Anyone here Early? 😅,2025-01-16T08:19:01Z
@Kim.yoyo13,اغنيتي🌷🌷🌷,2025-01-16T08:18:46Z
@YQdailies,❤❤❤,2025-01-16T08:18:42Z
@vyxziez,Istg I love this song so much as I love u kai nvm nothing can beat loving u not even ur song like not even any song but this is a pretty love soft song no offense This is my favorite song of all time I LOVE U AND THIS SONG YUNG KAI 🎵🎧🎸🎤,2025-01-16T08:18:41Z
@Therandomkidd,absolutely in love with this song,2025-01-16T08:18:38Z
@IMMORTAL17,"i can listen to this song for hours in loop
never gets old",2025-01-16T08:18:32Z
@대한민국fish,I luv this song 💖💗,2025-01-16T08:18:26Z
@JaydeeAstrid,Congrats!!,2025-01-16T08:18:25Z
@t_i_kripa,My comfort song ❤,2025-01-16T08:18:22Z
@InfinityX_093,This feeling of loving someone you don't have,2025-01-16T08:18:17Z
@ViddGAMEs,Good song,2025-01-16T08:18:11Z
@carlalmoguerra1438,Wow you're going popular now,2025-01-16T08:17:58Z
@toti-san,البنت جميلة جدا !,2025-01-16T08:17:39Z
@thechildofprophecy464,SO EARLYYYY,2025-01-16T08:17:37Z
@Sussy-No-BakaCopium,the music the cast the lyrics 🤌,2025-01-16T08:17:37Z
@Xphyric,>:00,2025-01-16T08:17:36Z
@5iau,"Oh we love you, blue ♥",2025-01-16T08:17:32Z
@amulyaM1557,"This is so peaceful song I mean his voice,the melody ,the beach and the girl is just mesmerizing....... plus Watching on my birthday",2025-01-16T08:17:12Z
@animetamizha7713,"One of the best songs in 24'
👇Who agrees ❤",2025-01-16T08:17:01Z
@Spitzzz1,❤,2025-01-16T08:16:50Z
@SephilbluePictures,2 hundred twenty three comment absent,2025-01-16T08:16:45Z
@chandanbanerjee1968,"Love from Kolkata, India 🇮🇳❤❤",2025-01-16T08:16:21Z
@MitrahMagesh,she looks like an angel who fell from the heaven 🤯💗,2025-01-16T08:16:17Z
@EVILALIENEDURANGA,kai,2025-01-16T08:16:13Z
@adityasahu6235,You don't know bro how precious thing you made,2025-01-16T08:16:12Z
@gentlegoat,"other : how many times have you heard this song?
me: yes",2025-01-16T08:16:11Z
@TanbinRafiya,"I love this song every time I listen to it, I'm speechless after listening to it😩",2025-01-16T08:16:09Z
@mr.alrightyyy,"please dont always comment with ""who's here in blablabla"" 🙏🏻😭",2025-01-16T08:16:03Z
@Couronnez_Tomorrow_shorts,"Completely hooked on 'Blue' by Yung Kai, and it's been my obsession since the beginning of 2025",2025-01-16T08:15:55Z
@RamboThailand-b1g,Penyakit yungkai blue gila 🐌,2025-01-16T08:15:50Z
@SadidHasan-hv8tc,Love it ❤❤,2025-01-16T08:15:49Z
@Vishwajeet_22,2025's here ❤,2025-01-16T08:15:37Z
@VISHU_786x,Anyone in 2025?,2025-01-16T08:15:36Z
@nug_xettri10,2024-2025 best song ever😢❤,2025-01-16T08:15:32Z
@i8kmusic359,Amazing music i love this ❤,2025-01-16T08:15:18Z
@bloxpop5253,yeaaaaah,2025-01-16T08:15:10Z
@MoMocatper,brow aku banyak membuat lagu tapi bagaimana cara nya merekam sempurna seperti lagu anda😢,2025-01-16T08:14:53Z
@TheArchitect77,We Never Forget this song until our death 💖😌🍁,2025-01-16T08:14:41Z
@evaa_nwjns,This song is so ethereal idk why 😭,2025-01-16T08:14:36Z
@Swaglife97,🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌,2025-01-16T08:14:35Z
@paridhigargg,"Oh, to be loved like this 🥹",2025-01-16T08:14:34Z
@sayantandhara7007,"I don't have any GF
But Still feel like I'm in love with someone when I listen to this song",2025-01-16T08:14:26Z
@sewanjansubba7432,Anyone in 2099,2025-01-16T08:14:16Z
@舟遙,End page of my youth.,2025-01-16T08:14:02Z
@Dark99912,Bro farming views from one song and i am all up for it😭😭,2025-01-16T08:14:00Z
@dailydaisy43,❤❤❤ I LOVE ITT,2025-01-16T08:13:58Z
@VISHU_786x,This songs is a sweet dream which man never wants to end 🌸✨,2025-01-16T08:13:53Z
@adityauniyal9970,I verse happening fr ty for giving words<3,2025-01-16T08:13:46Z
@sahilrawat31,Just ❤,2025-01-16T08:13:35Z
@jdnamgyal6477,know this aaaaaaaaall that ia waaaaaaaaaaaaant this life 🎉🤩,2025-01-16T08:13:29Z
@abhimanyusinghshekhawat1475,"It's like watching something from the 2000s, something like our grandparents' love life, that youtube would recommend after 10-12 years.",2025-01-16T08:13:23Z
@VISHU_786x,Her morning eyes i could stare like watching stars 🌸,2025-01-16T08:13:04Z
@restypesty4717,11 mins ago? why did yt suggest me this so late.,2025-01-16T08:12:44Z
@VISHU_786x,Soft spoken person's anthem❤,2025-01-16T08:12:35Z
@dewinluv09,never tired of listening to this song! 🥺,2025-01-16T08:12:33Z
@khoirohannuryyy1886,11 menit yg lalu jir,2025-01-16T08:12:31Z
@abirdas3955,"이 노래의 가사가 진짜 좋아서, 노래도 마음에 돌어~~",2025-01-16T08:12:24Z
@nomadkarbi7317,❤❤,2025-01-16T08:12:18Z
@iicyyh0tt,This is the best omg,2025-01-16T08:12:12Z
@subyn07,*soft spoken person's anthem*,2025-01-16T08:12:09Z
@Ryangoslingisreal,i fw this song💓💓,2025-01-16T08:12:05Z
@im_emerion,me listening to love songs knowing that I'll be alone forever,2025-01-16T08:12:04Z
@mrwaduh9wr,*Imaginery wife appears,2025-01-16T08:11:58Z
@sopnilkc123,what is upcomming from yung kai?!,2025-01-16T08:11:53Z
@Kaito.animasi,Is crazy 🎉,2025-01-16T08:11:48Z
@soumyank954,"This hits really hard when you know you're madly in love with her ,but you know she doesn't have the same feeling for you :). This song is really amazing",2025-01-16T08:11:47Z
@ethanbatumbakal6875,Still listening in 2025,2025-01-16T08:11:38Z
@gekkouga2828,I was listening to this in spotify and then you posted the lyric video just 9 minutes before. What a lucky coincidence 😭💕,2025-01-16T08:11:36Z
@yo-gn9sq,My 2024 was blue,2025-01-16T08:11:35Z
@therandomdog69420,Am I the only one who's obsessed over this song? ❤,2025-01-16T08:11:23Z
@z9kk,lowkey turn me soft,2025-01-16T08:11:21Z
@darkfangamv,❤,2025-01-16T08:11:19Z
@Preketek69,penyakit gila,2025-01-16T08:11:15Z
@dce1990,A song has touched me like the way blue did after so very long. I am thankful for it. It makes me happy even though i dont have anyone. I hope everyone gets the person they deserve.,2025-01-16T08:11:09Z
@arfanbangun6945,Pertama wk,2025-01-16T08:10:55Z
@ArthGupta-l3n,song of the decade,2025-01-16T08:10:52Z
@RedCapMan420,Nice song kaii,2025-01-16T08:10:46Z
@frost_bgmi,Here before it gets a million views.❤,2025-01-16T08:10:26Z
@enggoleando,the vibe of this song will never old ❤,2025-01-16T08:10:23Z
@Plausemia,how dare youtube keep this away for 9 minutes 😭,2025-01-16T08:10:15Z
@qinienha,This song really change my mood. It came from a flat emotion then become the most calm down person who always smile and don't have to be angry cause listening to this calm song ever. THANKS YUNG KAI FOR THIS SONG AND I'M YOUR FAN FROM MALAYSIA❤,2025-01-16T08:10:09Z
@kunatics1767,9 minutes ago is arousing,2025-01-16T08:10:04Z
@anastaisance,I AM OBSESSED WITH THIS SONG 😔💕,2025-01-16T08:10:03Z
@FatihaPurba,I am addicted to this song.💝💙,2025-01-16T08:09:55Z
@mafazahexi,"Mandiri bgt , bikin versi lyrics nya😂",2025-01-16T08:09:33Z
@pdev189,such soothing voice 🤌,2025-01-16T08:09:28Z
@VISHU_786x,2.5 k likes and I'll confess her❤,2025-01-16T08:09:23Z
@dennyhdyt,first,2025-01-16T08:09:20Z
@just.enjoying_life.unlike-you,camping with bro with this music with no hoes nun is magical just enjoying with bro❤‍🩹❤‍🩹❤,2025-01-16T08:09:18Z
@ElaArasi-l6g,"Hi hope you're doing well! Keep going , this is not ever never proud enough still there are hight that you have to reach",2025-01-16T08:09:15Z
@lynxdragongaming1446,😌,2025-01-16T08:09:15Z
@renzsumaratas,2028 anyone?,2025-01-16T08:09:10Z
@Varad16,"i love this music , a lot !!",2025-01-16T08:09:05Z
@pea3252,cool things,2025-01-16T08:08:50Z
@justaaronshelby3261,Anyone in 2025?,2025-01-16T08:08:33Z
@urfuturew1fey,i love this song sm it's so calming and it just so good 😭,2025-01-16T08:08:27Z
@sanjogthulungrai15,HoPiNg FoR MoRe Of ThE✨🕊️🎵🎶,2025-01-16T08:08:24Z
@Strxmm,seven minutes is crazy,2025-01-16T08:08:22Z
@VISHU_786x,Bro dropped a banger just before 2025 🔥,2025-01-16T08:08:16Z
@shenyuuu,it feels heaven,2025-01-16T08:08:16Z
@LUMBURR,NITIP SENDAL,2025-01-16T08:07:38Z
@Stayflipee,This song makes you fall in love eventhough we're not in love🩵💙,2025-01-16T08:07:30Z
@caelandgarcia,BEAUTIFUALWLLL,2025-01-16T08:07:28Z
@VISHU_786x,I am in love with this song ❤❤,2025-01-16T08:07:26Z
@rexevan6714,Vibing to this song,2025-01-16T08:07:17Z
@ahmzdd,6 minutes ago ...,2025-01-16T08:07:16Z
@SanathoiMeetei-r8i,Anyone from Manipur 🥰,2025-01-16T08:07:15Z
@yoontff,I love this song too much,2025-01-16T08:07:08Z
@Aadi-qo7rw,"The fact that this song is inspired by 
When i fly towards you 🌸✨
My heart😭✨♥️",2025-01-16T08:07:03Z
@vicapratama5354,Oh yeay,2025-01-16T08:07:00Z
@kaya_papaya13,"UNDER 5 MINUTESSSS!!!
thank you so much kai for giving un a lyric mv <3",2025-01-16T08:06:59Z
@spookie_y2k,I'll imagine we fell in love>>>>>,2025-01-16T08:06:59Z
@pvggaming7555,The best!!,2025-01-16T08:06:59Z
@Xrioshi,BEST SONG,2025-01-16T08:06:49Z
@ពូនម៉េងលាង,hiii,2025-01-16T08:06:42Z
@MHariz-MN,Never been this early <3,2025-01-16T08:06:38Z
@onlyfiz,wow,2025-01-16T08:06:29Z
@Ensure-e2i,love you bro,2025-01-16T08:06:25Z
@erizzchess3731,Never date a girl who can't respect ur wife,2025-01-16T08:06:24Z
@VaroGinting-w7e,First❤,2025-01-16T08:06:19Z
@fahriabdillah9624,Princess Ririss I Love You❤,2025-01-16T08:06:18Z
@LanceBloxOfficial,"This is honestly the best song i've ever listened to in my life. The lyrics, the mood, and everything in this song are something that you've never heard of. I love this golden ❤",2025-01-16T08:06:17Z
@dealreaper2822,ahh whenevr i listen this i remember the moments of when i fly towards you. love this song!!,2025-01-16T08:06:11Z
@syznp,A precious song that I listen to every day,2025-01-16T08:06:11Z
@Oniyonz,first min,2025-01-16T08:06:09Z
@flyczfx6520,"so happy for you bro , you deserve it all",2025-01-16T08:06:07Z
@ZacksNiria,"""Pahlawan Himmel tidak Akan membayar PPN12%""
""Kau Salah Frieren, aku akan membayar PPN12% dengan uang palsu UIN""",2025-01-16T08:06:04Z
@Gunslinger-us1ek,I love you,2025-01-16T08:06:01Z
@Sxqibgg,❤❤❤,2025-01-16T08:05:59Z
@VBOOCHI,Blue is perfect for BLUES 💙,2025-01-16T08:05:51Z
@PopSSung,좋아한다,2025-01-16T08:05:37Z
@gaurabbhattarai-v4r,I love you,2025-01-16T08:05:29Z
@Pandabtw-t1o,Currently obsessed with this song ✨🍂,2025-01-16T08:05:27Z
@FindOldSongs,Words can't describe how aesthetically pleasing this song is.,2025-01-16T08:05:24Z
@hadiaarif7273,first,2025-01-16T08:05:24Z
@seasonchange9819,Beautiful🫶,2025-01-16T08:05:20Z
@doit1638,perfect,2025-01-16T08:05:17Z
@1E30GordonTsui,481th,2025-01-16T08:05:12Z
@tomassistmuller,LOVE IT😇,2025-01-16T08:05:09Z
@dipabiswas4740,This song really makes me clam thankuuuu for this wonderful masterpiece lot's of love from India 🇮🇳,2025-01-16T08:05:06Z
@dendysaptoadi9652,PAHLAWAN HIMNEL,2025-01-16T08:05:05Z
@pentagon1802,Blueblueblueblueblueblue,2025-01-16T08:05:05Z
@lululuxane,Love this song so much ❤,2025-01-16T08:05:05Z
@RaikonenXD,best song ever!!!!!!!!!!!!,2025-01-16T08:04:57Z
@yoontff,"Thank you Kai for such a magnificent song, listening to Blue is like a band-aid in the heart hehe",2025-01-16T08:04:55Z
@Mr_MilMil,W,2025-01-16T08:04:50Z
@plizon2022,Anybody from BD🇧🇩,2025-01-16T08:04:38Z
@NoirEdits,"In this age of rap music and stuff, here this man made one of the best love song",2025-01-16T08:04:38Z
@Lilynotlillyy,Kai thank you so much for working so hard. Despite so much going on in your life :) you did great so proud of you !! Big love,2025-01-16T08:04:37Z
@tienthanh9210,"235 views
240 likes",2025-01-16T08:04:33Z
@rafabernardes9598,amazing music!🤍,2025-01-16T08:04:21Z
@TornadGaming777,When I listen to this my soul flies out of my body✨,2025-01-16T08:04:19Z
@21ngogiakiet72,Anybody from Vietnam??,2025-01-16T08:04:13Z
@VaidikKhurana,You made a banger,2025-01-16T08:04:11Z
@kpop_girly81,"3 minutes ago!
this song is so relaxing, thank you kai❤",2025-01-16T08:04:07Z
@sultangaming31,less goo,2025-01-16T08:04:02Z
@nakaniro,"virus blue yung kai , make me relapse,  into a sadness",2025-01-16T08:03:53Z
@eton3502,nice song,2025-01-16T08:03:51Z
@Sssss-t5r,First haha😂,2025-01-16T08:03:43Z
@นอสไง,I love this song 💙💙💙💙,2025-01-16T08:03:37Z
@khusimangurung8678,❤❤❤❤❤,2025-01-16T08:03:36Z
@stellatrader1757,Milk it Kai!!,2025-01-16T08:03:36Z
@RajivKC,lol,2025-01-16T08:03:35Z
@wronglyrics1067,💓,2025-01-16T08:03:29Z
@shadowlemon69,I'm so early,2025-01-16T08:03:26Z
@ShashwatShourya-v4q,reminds me of my girlfriend that i never had.,2025-01-16T08:03:21Z
@yukii.300,💙,2025-01-16T08:03:19Z
@earningbashar529,Favorite one 💗,2025-01-16T08:03:10Z
@thestarswillbebymyside,I love your songs Tak,2025-01-16T08:03:09Z
@KalaWiseno,jembud from indonesia,2025-01-16T08:03:09Z
@ronirayn6495,Great song Yung Kai,2025-01-16T08:03:07Z
@abdullahparvezpranto8122,Give me an award for listening 🎧 again & again 😅,2025-01-16T08:03:07Z
@caecillia6162,I like your song ❤,2025-01-16T08:03:07Z
@zurys19,aamazing,2025-01-16T08:03:02Z
@arifamilon7924,"This song is so pretty🎀
Even this song is in my spotify playlist🌷🪄💫",2025-01-16T08:03:02Z
@Lilynotlillyy,A song that no one can hate,2025-01-16T08:03:00Z
@beelzeriki,<3,2025-01-16T08:03:00Z
@Sharon-q2t,At this point I don’t even need the lyrics. I know this song by heart!!❤,2025-01-16T08:02:58Z
@maxkhoo1536,mantapppsss,2025-01-16T08:02:58Z
@TolimiSSumi,Kai n Julia?! omg favs in one frame ❤,2025-01-16T08:02:58Z
@Mxng_shinoi,It’s fav song ❤❤,2025-01-16T08:02:52Z
@kurdianto252,firstt,2025-01-16T08:02:44Z
@Sonu.xe2,❤❤,2025-01-16T08:02:41Z
@Afsah-a,❤❤❤❤ my favourite song ever ❤❤❤,2025-01-16T08:02:40Z
@yoontff,The best song I've heard in 2024,2025-01-16T08:02:34Z
@rip_Gas000,This song really calms me down to face trials 😢,2025-01-16T08:02:30Z
@M-MASTER-0103,Diffrent vibe❤‍🩹,2025-01-16T08:02:29Z
@NurfaqihRahman,Love from Indonesia❤,2025-01-16T08:02:28Z
@itss_shanx,gosh how i love this song.,2025-01-16T08:02:25Z
@sultanprawiro3069,Penyakit yung kai blue gila sekarang sudah ada lyricnya,2025-01-16T08:02:24Z
@Lilynotlillyy,This is exactly how my dreams look like,2025-01-16T08:02:23Z
@Sayan-s-v9d,"This song perfectly encapsulates the feeling of love , nostalgia and sadness.",2025-01-16T08:02:21Z
@gp137,"Good stuff, man.",2025-01-16T08:02:11Z
@AV-sx9uk,bruh bro is really trying to juice this shit out,2025-01-16T08:02:05Z
@pc_yash,Anybody from India??,2025-01-16T08:02:02Z
@Hearts4skzz143,"Just here to say I really love this song, this song is really amazing. Thank you for this song Kai 🤍 (Love you!)",2025-01-16T08:01:56Z
@nafisamamanazarova2005,I'm obsessed❤,2025-01-16T08:01:52Z
@drishtitanwar-z9l,❤❤mine fav,2025-01-16T08:01:50Z
@aissadavid3983,ive been listening to this while im sleeping,2025-01-16T08:01:49Z
@PROD5VE,"i will work on a song with Yung Kai one day, i’m speaking it into existence 🙏🏼",2025-01-16T08:01:45Z
@CristanoRonaldo-h3p,Love you bro,2025-01-16T08:01:43Z
@ActuallyThien,Love from Vietnam ❤,2025-01-16T08:01:40Z
@orewayyu,i love the vibe of this song,2025-01-16T08:01:38Z
@PritiRai-s1z,I blue you 🫧.,2025-01-16T08:01:38Z
@spryzengaming1177,Best song for me so far 💝,2025-01-16T08:01:36Z
@kpop_you,THISS IS SO CUTEE OMGG‼️ NO1 SONG FR 💕💕,2025-01-16T08:01:35Z
@ShuangFu,MY FAV MUSIC FR FRFR FRFR LOVE YOU SO MUCHH YUNG KAIIIIII,2025-01-16T08:01:33Z
@JanviPatel-w8l,Peace 🪼,2025-01-16T08:01:32Z
@Carllisher,Best song ever!!,2025-01-16T08:01:30Z
@Ravvvvvvv12,😮😮😮,2025-01-16T08:01:29Z
@Angel_595,penyakit gila Yung Kai - Blue semakin menyebar wak😂,2025-01-16T08:01:28Z
@Sajo_okane,Second🎉,2025-01-16T08:01:26Z
@Anahira_Ari,This song gives me peace I am in love with it thank you so much for this masterpiece. I really appreciate it. I am obsessed with it!!!!!!!,2025-01-16T08:01:24Z
@godspeedus2722,❤❤❤,2025-01-16T08:01:18Z
@Sajo_okane,Second🎉,2025-01-16T08:01:17Z
@EDITSPRO33-m5m,Love this song please pin,2025-01-16T08:01:15Z
@-sakura_stxr-,.,2025-01-16T08:01:15Z
@CristanoRonaldo-h3p,First perso,2025-01-16T08:01:14Z
@KristinaSherpa-2024,❤❤❤❤❤❤❤❤❤,2025-01-16T08:01:11Z
@ErenYeager01d,Love from India ❤,2025-01-16T08:01:09Z
@selvexter6739,YES! finally,2025-01-16T08:01:07Z
@EDITSPRO33-m5m,First one,2025-01-16T08:01:03Z
@ARAMU-q2b,❤❤,2025-01-16T08:01:03Z
@KristinaSherpa-2024,Love u so much kai,2025-01-16T08:01:01Z
@Ali_o.sis-,Firsttt,2025-01-16T08:00:41Z
